title,info,location,totalprice,unitprice 
定海西园  毛坯房 全明东边套 楼层佳 采光无遮挡！,"定海西园 , | 3室2厅 | 101平米 | 南 | 毛坯 | 有电梯","中楼层(共11层)2006年建板楼  -  ,拱宸桥","385,万",单价38119元/平米
电梯房  采光好 长寿桥 没有税 带5个平方地下储物间,"社坛苑 , | 3室2厅 | 146.85平米 | 南 | 精装 | 有电梯","低楼层(共23层)1997年建板楼  -  ,天水","710,万",单价48349元/平米
厨卫全明带储藏室两居室诚心出售,"古荡新村西区 , | 2室1厅 | 64平米 | 南 北 | 简装 | 无电梯","中楼层(共4层)1988年建板楼  -  ,古荡","258,万",单价40313元/平米
朝晖七区 精装修 户型正气 全名户型,"朝晖七区 , | 3室1厅 | 60.65平米 | 南 | 精装 | 无电梯","高楼层(共7层)1985年建板楼  -  ,朝晖","242,万",单价39902元/平米
元都新景大两房，南北通透，两房朝南双阳台,"元都新景公寓 , | 2室2厅 | 91.16平米 | 南 | 精装 | 有电梯","低楼层(共15层)2009年建塔楼  -  ,石桥","285,万",单价31264元/平米
自住精装小两房 全明户型 拎包入住,"艮园社区 , | 2室1厅 | 61.2平米 | 南 北 | 精装 | 无电梯","高楼层(共7层)1992年建板楼  -  ,建国北路","255,万",单价41667元/平米
上城区后市街吴山广场二房双卧朝南近西湖南宋御街旁,"后市街 , | 2室1厅 | 60.02平米 | 南 | 简装 | 无电梯","中楼层(共7层)1994年建板楼  -  ,清波","320,万",单价53316元/平米
橡树园经典两室，中间楼层，简单装修，闲庭散步银泰城,"昆仑橡树园 , | 2室2厅 | 85.02平米 | 南 | 简装 | 有电梯","中楼层(共17层)2010年建板楼  -  ,申花","390,万",单价45872元/平米
高教新村 75方 采光充足 格局好,"高教新村 , | 3室2厅 | 75.02平米 | 南 | 简装 | 无电梯","高楼层(共7层)2000年建板楼  -  ,文一西路","375,万",单价49987元/平米
长兴公寓 剩下的唯一一套在卖的房子了,"长兴公寓 , | 2室1厅 | 72.82平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1997年建板楼  -  ,三塘","276,万",单价37902元/平米
三房朝南，采光好，视野开拓，通风好，大三房,"三宝新村 , | 3室2厅 | 99.51平米 | 南 | 简装 | 无电梯","高楼层(共5层)1988年建板楼  -  ,信义坊","368,万",单价36982元/平米
西边套，三房两卫，中高层，景观视野好,"东新园茗盛苑 , | 3室2厅 | 126.82平米 | 南 西 北 | 简装 | 有电梯","高楼层(共16层)2004年建板楼  -  ,三塘","463,万",单价36509元/平米
跃层大三房，自住装修，看房方便,"杭钢北苑 , | 3室1厅 | 78.3平米 | 南 | 简装 | 无电梯","高楼层(共5层)1996年建板楼  -  ,半山","230,万",单价29375元/平米
满五唯一，三房，两房朝南，楼层好,"海棠公寓 , | 3室2厅 | 88.68平米 | 南 | 简装 | 有电梯","低楼层(共16层)2011年建板楼  -  ,九堡","320,万",单价36085元/平米
新上房源，满五唯一，三开间朝南，全明户型，精装修,"运新花苑二区 , | 3室2厅 | 138.36平米 | 南 | 精装 | 有电梯","低楼层(共16层)2009年建塔楼  -  ,景芳","798,万",单价57676元/平米
2F/3F边套、采光好、沿近东苕溪白鹭公园业主自住精装,"良渚文化村白鹭郡东 , | 3室2厅 | 125.78平米 | 南 | 精装 | 无电梯","中楼层(共4层)2008年建板楼  -  ,良渚","390,万",单价31007元/平米
自住精装 诚心出售 东边套  距离地铁50米,"东园大楼 , | 2室2厅 | 81.74平米 | 南 | 精装 | 有电梯","低楼层(共20层)1998年建板楼  -  ,建国北路","310,万",单价37926元/平米
叶家弄   采光充足   视野开阔,"叶家弄 , | 3室1厅 | 67.09平米 | 西 | 简装 | 无电梯","高楼层(共7层)1989年建板楼  -  ,潮鸣","260,万",单价38754元/平米
金都华府三房户型 楼层优越 视野开阔,"金都华府 , | 3室2厅 | 134.85平米 | 南 北 | 精装 | 有电梯","中楼层(共21层)2007年建板楼  -  ,雄镇楼","768,万",单价56953元/平米
房东诚心出售 精装修 全明户型 采光好,"观邸国际 , | 4室1厅 | 158.17平米 | 南 北 | 精装 | 有电梯","中楼层(共32层)2008年建板塔结合  -  ,浦沿","632,万",单价39958元/平米
朝晖九区主卧带大阳台 采光无遮挡,"朝晖九区 , | 2室1厅 | 59.04平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)1995年建板楼  -  ,朝晖","245,万",单价41498元/平米
此房户型正气，视野广阔，价格低,"清泰街小区 , | 2室1厅 | 53.64平米 | 南 | 精装 | 无电梯","高楼层(共6层)1998年建板楼  -  ,潮鸣","210,万",单价39150元/平米
店长力荐   新上房源  诚心出售全明户型,"湖墅新村 , | 3室1厅 | 79.25平米 | 南 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,信义坊","320,万",单价40379元/平米
朝晖七区 刚需小两房  满五年唯一      房东诚心出售,"朝晖七区 , | 2室1厅 | 65.11平米 | 南 | 毛坯 | 无电梯","高楼层(共7层)1986年建板楼  -  ,朝晖","260,万",单价39933元/平米
满五唯一，手枪式户型，中间楼层，自住装修。,"德胜新村 , | 2室1厅 | 56.74平米 | 南 | 简装 | 无电梯","中楼层(共6层)1989年建板楼  -  ,德胜","210,万",单价37011元/平米
西城美墅，满五年，学籍户口不占用,"广宇西城美墅 , | 2室2厅 | 85平米 | 南 | 简装 | 有电梯","高楼层(共24层)2008年建塔楼  -  ,申花","460,万",单价54118元/平米
文一路38弄 卖小本部 地段好,"文一路38弄 , | 3室1厅 | 73.62平米 | 南 北 | 简装 | 无电梯","低楼层(共6层)1988年建板楼  -  ,信义坊","288,万",单价39120元/平米
亲亲家园三期 人车分流 精装边套 中上楼层 采光佳,"亲亲家园三期 , | 3室2厅 | 146.98平米 | 南 | 精装 | 有电梯","高楼层(共17层)2006年建板楼  -  ,三墩","460,万",单价31297元/平米
满五唯一没双税大两房，楼层好，南北通，户型方正。,"三里家园一区 , | 2室2厅 | 92.93平米 | 南 | 精装 | 无电梯","中楼层(共6层)2006年建板楼  -  ,三里亭","360,万",单价38739元/平米
房东自住精装修 大四房 满五唯一 楼层好,"绿野春天家园 , | 4室2厅 | 148.7平米 | 南 | 精装 | 有电梯","中楼层(共11层)2012年建塔楼  -  ,小和山","320,万",单价21520元/平米
地铁口，浙一，满五唯一，装修全送厨房面积不计产权,"锦园小区 , | 2室1厅 | 58.5平米 | 南 | 精装 | 无电梯","高楼层(共5层)1995年建板楼  -  ,建国北路","295,万",单价50428元/平米
德圣博奥城  满两年  送车位  诚心出售  楼层好,"德圣博奥城 , | 3室2厅 | 88.49平米 | 南 | 毛坯","高楼层(共30层)2013年建板楼  -  ,萧山新城区","385,万",单价43508元/平米
太古广场 1室0厅 150万,"太古广场 , | 1室0厅 | 96.24平米 | 南 | 简装 | 有电梯","中楼层(共16层)板楼  -  ,萧山新城区","150,万",单价15587元/平米
湖墅 锦绣新村 小两房 拎包入住 运河边,"锦绣新村 , | 2室1厅 | 59.3平米 | 南 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,湖墅","245,万",单价41316元/平米
十亩田新出2房高楼层  房东诚心卖,"十亩田家园 , | 2室1厅 | 53.62平米 | 南 | 简装 | 无电梯","高楼层(共7层)板楼  -  ,复兴","235,万",单价43827元/平米
祖庙巷小户型，可做两房，利用率高,"祖庙巷47-51号 , | 1室1厅 | 43.01平米 | 南 西 北 | 简装 | 无电梯","高楼层(共6层)2000年建板楼  -  ,湖滨","318,万",单价73937元/平米
良渚文化村白鹭郡南 3室2厅 360万,"良渚文化村白鹭郡南 , | 3室2厅 | 88.43平米 | 南 | 精装 | 无电梯","低楼层(共5层)2010年建板楼  -  ,良渚","360,万",单价40711元/平米
宋都东郡国际 3室2厅 280万,"宋都东郡国际 , | 3室2厅 | 88.08平米 | 南 | 其他 | 有电梯","中楼层(共33层)2016年建板楼  -  ,大学城北","280,万",单价31790元/平米
大学路新村   交通便利 配套齐全 就医方便,"大学路新村 , | 2室1厅 | 69.69平米 | 南 北 | 简装","高楼层(共7层)1989年建板楼  -  ,潮鸣","298,万",单价42761元/平米
满五唯一，精装自住，视野开阔，送带窗储藏室,"多蓝水岸蓝波苑 , | 3室2厅 | 138.44平米 | 南 | 精装 | 有电梯","高楼层(共11层)2007年建塔楼  -  ,沿江北","330,万",单价23838元/平米
中间楼层 中装西边套 房东置换 诚心出售 看房有钥匙,"岸上蓝山 , | 3室2厅 | 92.28平米 | 南 | 精装 | 无电梯","中楼层(共6层)2012年建板楼  -  ,闲林","240,万",单价26008元/平米
江城路318号一梯两户，东西好房，采光很好。,"江城路318号 , | 2室1厅 | 76.8平米 | 东 西 | 简装","中楼层(共6层)板楼  -  ,鼓楼","350,万",单价45573元/平米
学军新上三房 满五年唯一没有税费,"马塍路32号 , | 3室2厅 | 80.21平米 | 南 | 简装 | 无电梯","中楼层(共7层)1995年建塔楼  -  ,学军","720,万",单价89765元/平米
新金都大2房楼层好采光佳自住装修保养好,"新金都城市花园 , | 2室2厅 | 89.68平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)1998年建板楼  -  ,文一西路","520,万",单价57984元/平米
单价三万五，交通便捷，配套完善,"德胜新村南 , | 2室1厅 | 58.62平米 | 南 北 | 精装 | 无电梯","高楼层(共7层)1987年建板楼  -  ,朝晖","208,万",单价35483元/平米
伊萨卡国际城绮风园 3室2厅 340万,"伊萨卡国际城绮风园 , | 3室2厅 | 130平米 | 南 | 其他 | 有电梯","中楼层(共34层)2008年建板楼  -  ,沿江北","340,万",单价26154元/平米
山水人家彩云天 4室2厅 700万,"山水人家彩云天 , | 4室2厅 | 164.01平米 | 南 | 精装 | 有电梯","中楼层(共18层)2005年建板楼  -  ,文三西路","700,万",单价42681元/平米
广景苑 05年房子 地铁站旁 三房朝南 楼层好 采光充足,"广景苑 , | 3室2厅 | 128.67平米 | 南 | 简装 | 有电梯","低楼层(共23层)2004年建塔楼  -  ,景芳","650,万",单价50517元/平米
原筑壹号中上楼层 东边套 大视野  全明采光 通透性好,"原筑壹号 , | 3室2厅 | 108.88平米 | 南 | 简装 | 有电梯","高楼层(共16层)2010年建板塔结合  -  ,笕桥","380,万",单价34901元/平米
浙报宿舍，三房，中间楼层，户型正气,"浙报宿舍 , | 3室1厅 | 77.66平米 | 南 | 简装 | 无电梯","中楼层(共6层)1995年建板楼  -  ,华家池","335,万",单价43137元/平米
绿城春江花月 全明通透户型好 还可看江看四桥,"春江花月 , | 2室2厅 | 115.82平米 | 南 | 简装 | 有电梯","中楼层(共11层)2006年建板楼  -  ,南星","650,万",单价56122元/平米
晨光绿苑 双地铁口 采光充足 小户型,"晨光绿苑南苑 , | 2室1厅 | 65.21平米 | 南 | 简装 | 无电梯","中楼层(共8层)2006年建板楼  -  ,九堡","236,万",单价36191元/平米
业主急卖，满五唯一，电梯房，地铁50米！,"景苑公寓 , | 3室1厅 | 94平米 | 西南 | 简装 | 有电梯","中楼层(共18层)1998年建板塔结合  -  ,景芳","380,万",单价40426元/平米
急售 免双税  房本清爽 价格可谈 家具赠送 生活便利,"亚洲城花园 , | 3室1厅 | 82.46平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)1996年建塔楼  -  ,古荡","285,万",单价34563元/平米
耀江文鼎苑 没有双税，中间楼层,"耀江文鼎苑 , | 3室2厅 | 127平米 | 南 | 简装 | 有电梯","高楼层(共24层)2009年建板楼  -  ,申花","815,万",单价64174元/平米
华瑞湘湖美地  业主诚心出售  精装修   满五唯一,"华瑞湘湖美地 , | 3室2厅 | 133.21平米 | 南 | 精装 | 无电梯","高楼层(共6层)2013年建板塔结合  -  ,湘湖","399,万",单价29953元/平米
精装三房，采光好，满五年，业主诚心出售。,"大家多立方 , | 3室2厅 | 89.16平米 | 南 北 | 精装 | 有电梯","高楼层(共16层)2016年建板楼  -  ,九堡","310,万",单价34769元/平米
六合天寓少有赠送28方的一个房间，实用近200方,"天寓 , | 5室2厅 | 174.73平米 | 南 北 | 精装 | 有电梯","低楼层(共32层)2007年建板楼  -  ,彩虹城","735,万",单价42065元/平米
文三新村 文三街 十三中 出行方便,"文三新村 , | 2室1厅 | 66.2平米 | 南 | 简装 | 无电梯","中楼层(共5层)1988年建板楼  -  ,文三","430,万",单价64955元/平米
房东自住装修 小区中间位置 视野开阔,"翠苑四区 , | 2室1厅 | 56平米 | 东 | 精装 | 无电梯","高楼层(共7层)1993年建板楼  -  ,翠苑","252,万",单价45000元/平米
闻涛精装修，免双税，楼层中等，诚心出售,"中兴花园百合苑 , | 3室2厅 | 112.93平米 | 南 北 | 精装 | 有电梯","中楼层(共11层)2009年建板楼  -  ,滨江区政府","520,万",单价46047元/平米
武林广场旁电梯房视野开阔可观武林,"水稻大厦 , | 2室1厅 | 69.52平米 | 南 | 简装","中楼层(共17层)2000年建塔楼  -  ,武林","400,万",单价57538元/平米
此房满五唯一免双税 两房朝南一房朝北 全明户型,"京都苑 , | 2室1厅 | 78.92平米 | 南 北 | 精装 | 无电梯","高楼层(共8层)1998年建板楼  -  ,流水苑","280,万",单价35479元/平米
物华小区  中间楼层  舒适大两房  采光充足,"物华小区 , | 2室2厅 | 86.16平米 | 南 | 简装 | 无电梯","中楼层(共6层)1998年建板楼  -  ,嘉绿","340,万",单价39462元/平米
飞机户型，好楼层，三代同堂无压力，中等装修，诚售,"康乐新村 , | 3室2厅 | 104.77平米 | 南 | 简装 | 无电梯","低楼层(共7层)1996年建板楼  -  ,文三西路","395,万",单价37702元/平米
铭雅苑东区 3室2厅 300万,"铭雅苑东区 , | 3室2厅 | 95.84平米 | 南 | 其他 | 无电梯","高楼层(共6层)2004年建板楼  -  ,三墩","300,万",单价31303元/平米
拱苑小区 精装大三房 可拎包入住,"拱苑小区 , | 3室2厅 | 107.11平米 | 南 | 简装 | 无电梯","中楼层(共6层)2003年建板楼  -  ,申花","400,万",单价37345元/平米
东方郡 满五唯一 高得房率 精装修 采光好 楼层佳,"欣盛东方郡西区 , | 2室2厅 | 88.35平米 | 南 北 | 精装 | 无电梯","中楼层(共6层)2010年建板楼  -  ,滨江区政府","500,万",单价56594元/平米
文晖苑 格局好 地铁口 配套齐全,"文晖苑 , | 2室1厅 | 75.5平米 | 南 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,朝晖","320,万",单价42385元/平米
新华坊 地铁二号线 南北通透  户型好 采光佳 可读春蕾,"新华坊社区 , | 3室2厅 | 87.47平米 | 南 | 精装 | 无电梯","中楼层(共7层)1998年建板楼  -  ,丝绸城","420,万",单价48017元/平米
精装修 可拎包入住 税费少  诚心出售,"民安苑 , | 2室1厅 | 46.08平米 | 南 | 精装 | 无电梯","高楼层(共6层)2002年建板楼  -  ,复兴","220,万",单价47744元/平米
芳满庭改善大三房 精装修 东边套 位置好 业主诚心售,"芳满庭 , | 3室2厅 | 127.09平米 | 南 | 精装 | 有电梯","低楼层(共22层)2008年建板楼  -  ,申花","635,万",单价49965元/平米
文华苑 3室2厅 460万,"文华苑 , | 3室2厅 | 90.21平米 | 南 北 | 简装 | 无电梯","低楼层(共7层)1998年建板楼  -  ,近江","460,万",单价50993元/平米
仁寿山 西湖景区 老和山植物园 浙大玉泉 黄龙体育馆,"仁寿山 , | 2室1厅 | 51.08平米 | 南 | 简装 | 无电梯","中楼层(共4层)2000年建板楼  -  ,黄龙","350,万",单价68520元/平米
闲林山水飞机户型，自住精装修，南北双阳台，看房方便,"闲林山水紫薇苑 , | 3室2厅 | 135.82平米 | 南 西南 | 精装 | 无电梯","中楼层(共5层)2009年建板楼  -  ,闲林","320,万",单价23561元/平米
蓝桥名苑精装两居室，厨卫明亮南北通透，业主诚心出售,"蓝桥名苑 , | 2室2厅 | 95.85平米 | 南 北 | 精装 | 有电梯","中楼层(共15层)2009年建板楼  -  ,九堡","280,万",单价29213元/平米
赞成岭上精装修三房，两个大阳台，满五唯一！,"赞成岭上花苑 , | 3室2厅 | 89.11平米 | 南 | 其他 | 有电梯","低楼层(共17层)2009年建板楼  -  ,转塘","290,万",单价32545元/平米
朝晖八区 3室1厅 355万,"朝晖八区 , | 3室1厅 | 84.17平米 | 南 北 | 简装 | 无电梯","中楼层(共7层)1995年建板楼  -  ,朝晖","355,万",单价42177元/平米
新上山水人家中间楼层西边套大四房视野好，采光无遮挡,"山水人家清水湾 , | 4室2厅 | 139.24平米 | 南 | 简装 | 无电梯","中楼层(共6层)2004年建板楼  -  ,文三西路","600,万",单价43092元/平米
满五唯一 中间套 沿江环境好 交通便利,"宋都阳光国际 , | 2室2厅 | 87.38平米 | 南 | 简装 | 有电梯","低楼层(共24层)2013年建板塔结合  -  ,九堡","270,万",单价30900元/平米
顺昌花园 4室1厅 185万,"顺昌花园 , | 4室1厅 | 105.62平米 | 南 | 简装","高楼层(共8层)2000年建板楼  -  ,临平","185,万",单价17516元/平米
德雅花园 正气三房 大客厅 有一个小书房朝南,"德雅花园 , | 4室2厅 | 111.52平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1995年建板楼  -  ,文教","505,万",单价45284元/平米
宋都阳光国际南北通透两房 高间楼层 东边套,"宋都阳光国际 , | 2室2厅 | 88.42平米 | 南 北 | 简装 | 有电梯","高楼层(共23层)2013年建板塔结合  -  ,九堡","358,万",单价40489元/平米
新上金雅苑房源 总价低 可做三房 小区中间,"金雅苑社区 , | 3室2厅 | 87.8平米 | 南 北 | 简装 | 有电梯","低楼层(共16层)2011年建板楼  -  ,九堡","290,万",单价33030元/平米
滨江金色家园 新上三房格局 视野开阔  面朝钱塘江,"滨江金色家园 , | 3室2厅 | 139.57平米 | 南 | 简装 | 有电梯","中楼层(共22层)2007年建板楼  -  ,南星","810,万",单价58036元/平米
精欧荣寓 精装三房 西边套 看房预约,"精欧荣寓 , | 3室2厅 | 87.4平米 | 南 | 精装 | 有电梯","低楼层(共21层)2013年建板楼  -  ,高教园区西","300,万",单价34325元/平米
房东自住精装修 诚心出售 随时签约,"通和都市枫林 , | 3室2厅 | 107.39平米 | 南 | 精装 | 有电梯","低楼层(共11层)2006年建板楼  -  ,石桥","310,万",单价28867元/平米
三开间朝南万科精装小3房，从未入住，楼层好,"良渚文化村七贤郡 , | 3室2厅 | 85.89平米 | 南 | 精装 | 有电梯","高楼层(共6层)2014年建板塔结合  -  ,良渚","246,万",单价28642元/平米
竹海水韵 3室2厅 230万,"竹海水韵 , | 3室2厅 | 88.21平米 | 南 | 简装 | 有电梯","中楼层(共16层)2015年建板楼  -  ,闲林","230,万",单价26075元/平米
青春坊 2室1厅 240万,"青春坊 , | 2室1厅 | 55.76平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,长庆","240,万",单价43042元/平米
金地自在城89方西边套，楼层适中精装修从未住人满两年,"金地自在城 , | 3室2厅 | 89.61平米 | 南 | 精装 | 有电梯","中楼层(共26层)2012年建板楼  -  ,三墩","370,万",单价41291元/平米
房子是跃层的  里面装修好  保养比较好,"三墩颐景园 , | 2室1厅 | 74.31平米 | 东 西 | 精装 | 有电梯","中楼层(共9层)2004年建板楼  -  ,三墩","285,万",单价38353元/平米
金盛曼城，精心打造的精装东边套三房 看房方便诚售！,"金盛曼城 , | 3室2厅 | 135.8平米 | 北 | 精装 | 有电梯","低楼层(共18层)2010年建板楼  -  ,浦沿","485,万",单价35715元/平米
水星阁 高层西边套 视野很好 单价3.8万,"水星阁 , | 3室2厅 | 124.55平米 | 南 | 简装 | 有电梯","中楼层(共24层)1998年建板楼  -  ,体育场路","480,万",单价38539元/平米
学军边  两房南客厅北  楼层好 诚心出售,"求智巷 , | 3室1厅 | 75.09平米 | 南 北 | 简装 | 无电梯","高楼层(共4层)1983年建板楼  -  ,学军","640,万",单价85232元/平米
永庆坊两房朝南 正气户型 免征双税,"蚕花园永庆坊 , | 2室2厅 | 85.03平米 | 南 | 简装 | 有电梯","高楼层(共21层)2000年建板楼  -  ,拱宸桥","298,万",单价35047元/平米
人民路19号 2室1厅 225万,"人民路19号 , | 2室1厅 | 62.82平米 | 南 北 | 简装","低楼层(共5层)暂无数据  -  ,西兴","225,万",单价35817元/平米
标准大两房 客厅带阳台 拎包入住 采光无遮拦 精装修,"丁桥颐景园 , | 2室2厅 | 70.93平米 | 南 | 精装 | 有电梯","低楼层(共12层)2012年建板楼  -  ,丁桥","215,万",单价30312元/平米
中海紫藤苑西湖区 满五唯一 户型方正 精装修 诚心出售,"中海紫藤苑 , | 2室2厅 | 89.47平米 | 南 北 | 精装 | 有电梯","高楼层(共21层)2011年建板楼  -  ,三墩","305,万",单价34090元/平米
满五年唯一住房，低总价西边套，两房朝南，户型通透。,"笕桥花苑 , | 3室2厅 | 86.58平米 | 南 西 北 | 精装 | 无电梯","高楼层(共6层)2000年建板楼  -  ,笕桥","290,万",单价33496元/平米
两房朝南全明户型，房东自己住，精装修，,"景芳东区 , | 3室1厅 | 78.43平米 | 南 | 精装 | 无电梯","高楼层(共7层)1996年建板楼  -  ,景芳","325,万",单价41439元/平米
南北通透 手枪式户型 全明户型,"朝晖九区 , | 2室1厅 | 58.77平米 | 南 北 | 简装 | 无电梯","中楼层(共6层)1988年建板楼  -  ,朝晖","245,万",单价41688元/平米
青蓝 电梯房， 沿东河，位置安静 房龄新,"天安假日公寓 , | 2室1厅 | 102.36平米 | 西南 | 精装 | 有电梯","中楼层(共28层)2006年建板楼  -  ,长庆","420,万",单价41032元/平米
满五不唯一，无增值税，楼层佳，拎包入住,"顺昌花园 , | 3室2厅 | 108平米 | 南 | 精装 | 无电梯","中楼层(共8层)2000年建板楼  -  ,临平","185,万",单价17130元/平米
欣盛东方郡西区 南北通透   免双税,"欣盛东方郡西区 , | 2室2厅 | 88.78平米 | 南 北 | 简装 | 有电梯","中楼层(共33层)2010年建板楼  -  ,滨江区政府","485,万",单价54630元/平米
翠苑四区经典南北通透户型，满五唯一，简装好房。,"翠苑四区 , | 2室1厅 | 54.77平米 | 南 | 简装 | 无电梯","高楼层(共7层)1993年建板楼  -  ,翠苑","235,万",单价42907元/平米
钱江六苑 三房两厅 赠送一个三十平的露台,"钱江六苑 , | 3室2厅 | 119.66平米 | 南 北 | 精装 | 有电梯","低楼层(共11层)2005年建板楼  -  ,钱江新城","580,万",单价48471元/平米
小两房 中间楼层 采光充足 总价低,"和睦新村 , | 2室1厅 | 56.82平米 | 南 北 | 其他 | 无电梯","高楼层(共6层)1989年建板楼  -  ,和睦","215,万",单价37839元/平米
2000房龄  3楼  25万精装修好 3楼 全明边套，满五唯一,"三宝新村 , | 2室1厅 | 77.05平米 | 南 | 精装 | 无电梯","低楼层(共5层)1989年建板楼  -  ,信义坊","302,万",单价39196元/平米
天官路 交通便利 配套成熟 中间楼层 东西通透,"天官路15号 , | 3室1厅 | 90.33平米 | 东 西 | 简装","中楼层(共6层)暂无数据  -  ,白马湖","280,万",单价30998元/平米
金典两房，采光充足，自住精装修，视野好,"东新园新湖苑 , | 2室1厅 | 71平米 | 南 | 精装 | 有电梯","低楼层(共15层)2005年建板楼  -  ,三塘","275,万",单价38733元/平米
朝晖九区 运河景观房 采光无遮挡 房龄较新,"朝晖九区 , | 2室1厅 | 76.87平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1996年建板楼  -  ,朝晖","263,万",单价34214元/平米
甘王新村，房东诚心卖，采光充足，交通便利,"甘王新村 , | 2室1厅 | 59.91平米 | 南 | 简装 | 无电梯","高楼层(共6层)1985年建板楼  -  ,四季青","290,万",单价48406元/平米
盛泰名都公寓 高楼层 采光充足，交通方便，视野好,"盛泰名都公寓 , | 2室2厅 | 76.15平米 | 南 | 简装 | 有电梯","高楼层(共32层)2011年建板楼  -  ,高教园区西","220,万",单价28891元/平米
紫金小区  多变户型 可改三房 免双税,"紫金公寓 , | 2室2厅 | 75.23平米 | 南 北 | 简装 | 无电梯","低楼层(共7层)1996年建板楼  -  ,文三西路","295,万",单价39214元/平米
滨江金色海岸 209方边套 高楼层 价格含双车位和储藏室,"金色海岸 , | 3室2厅 | 209.68平米 | 南 | 精装 | 有电梯","高楼层(共17层)2007年建板楼  -  ,南星","1650,万",单价78692元/平米
房子满五唯一，不占学籍全明户型,"金都花园 , | 3室2厅 | 95.2平米 | 东南 南 | 精装 | 无电梯","高楼层(共7层)1995年建板楼  -  ,文三西路","370,万",单价38866元/平米
西湖区地铁口，全明边套，免双税，带地暖，有车位急售,"兰韵天城 , | 2室2厅 | 93.06平米 | 南 | 精装 | 有电梯","高楼层(共10层)2000年建板楼  -  ,三墩","340,万",单价36536元/平米
芳满庭精装修稀 缺沿河户型，总价低，采光视野好，,"芳满庭 , | 2室2厅 | 80.4平米 | 南 | 精装 | 有电梯","高楼层(共22层)2008年建板楼  -  ,申花","375,万",单价46642元/平米
白马尊邸新上边套地铁口600米精装30万全明通透,"白马尊邸 , | 2室1厅 | 86.81平米 | 南 | 精装 | 有电梯","低楼层(共18层)2009年建塔楼  -  ,三墩","310,万",单价35711元/平米
刚需3房之选  南北通透东边套 清爽实打实装修舒适度高,"广宇上东领地 , | 3室2厅 | 88.93平米 | 南 | 精装 | 有电梯","高楼层(共16层)2011年建板楼  -  ,丁桥","290,万",单价32610元/平米
五洋运河人家 精致两房 很诚心卖哦  看房方便！！,"五洋运河人家 , | 2室1厅 | 94.48平米 | 南 北 | 简装 | 有电梯","低楼层(共16层)2002年建板楼  -  ,拱宸桥","372,万",单价39374元/平米
茶厂好房出售 南北通透  格局好 房东诚心出售,"茶厂宿舍 , | 2室2厅 | 83.03平米 | 南 | 简装 | 无电梯","中楼层(共7层)1989年建板楼  -  ,采荷","425,万",单价51187元/平米
锦绣新村 商品房 98年房龄 三居室 南北通透 拎包入住,"锦绣新村 , | 3室2厅 | 92.54平米 | 南 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,湖墅","370,万",单价39983元/平米
天元公寓loft户型 总价低 格局好,"天元公寓 , | 2室2厅 | 54.42平米 | 北 | 简装 | 有电梯","低楼层(共15层)2005年建板楼  -  ,工业园南","90,万",单价16539元/平米
永丰巷两房自主装修小区环境不错,"永丰巷 , | 2室1厅 | 56.09平米 | 东 南 北 | 简装 | 无电梯","高楼层(共7层)1998年建板楼  -  ,众安桥","305,万",单价54377元/平米
金田经典两房 户型方正 两房朝南 低楼层 适合老人居住,"金田花园 , | 2室1厅 | 69.26平米 | 南 北 | 简装 | 无电梯","低楼层(共7层)1996年建板楼  -  ,文三西路","300,万",单价43316元/平米
府新花园西区！沿河！中间楼层！独享车位！自住精装！,"府新花园西区 , | 3室2厅 | 80.78平米 | 南 | 精装 | 无电梯","中楼层(共5层)1999年建板楼  -  ,文三西路","425,万",单价52613元/平米
采荷人家 4室1厅 660万,"采荷人家 , | 4室1厅 | 134.89平米 | 南 北 | 精装 | 有电梯","低楼层(共18层)2006年建板楼  -  ,采荷","660,万",单价48929元/平米
金厦公寓方正户型 中间楼层 地铁口，采光很好,"金厦公寓 , | 3室2厅 | 134.05平米 | 南 北 | 简装 | 无电梯","中楼层(共6层)1998年建板楼  -  ,三墩","396,万",单价29542元/平米
新金都城市花园 3室2厅 718万,"新金都城市花园 , | 3室2厅 | 138.11平米 | 南 | 精装 | 无电梯","低楼层(共6层)1998年建板楼  -  ,文一西路","718,万",单价51988元/平米
金田花园 经典小户型 户型方正 两房朝南 总价低采光好,"金田花园 , | 2室1厅 | 56.49平米 | 南 | 简装 | 无电梯","高楼层(共7层)1996年建板楼  -  ,文三西路","230,万",单价40716元/平米
全明户型，西边套，满五唯一，赠送储藏室,"金海公寓 , | 2室2厅 | 76.13平米 | 南 | 简装 | 无电梯","低楼层(共7层)1996年建板楼  -  ,文三西路","320,万",单价42034元/平米
香山精装复式带露台 金街美地与奥莱金街 文三街教育,"云溪香山 , | 4室2厅 | 163.52平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)2008年建板楼  -  ,转塘","420,万",单价25685元/平米
