title,info,price,dprice 
起亚 K5 2012款 2.0 自动 DLX,"2013年,｜,6.2万公里","
                9.78
                                                万
                ","
                                            首付3.12万
                                                    月供2336元
                                             
                                    "
现代 ix35 2015款 2.0 自动 舒适型前驱 国IV,"2016年,｜,2.2万公里","
                11.68
                                                万
                ","
                                            首付3.73万
                                                    月供2789元
                                             
                                    "
本田 锋范 2012款 1.5 自动 精英型,"2013年,｜,7.9万公里","
                6.90
                                                万
                ","
                                            首付2.20万
                                                    月供1648元
                                             
                                    "
保时捷 Cayenne 2011款 3.0T 自动,"2014年,｜,6.5万公里","
                69.88
                                                万
                ","
                                            首付22.32万
                                                    月供16688元
                                             
                                    "
现代 瑞纳三厢 2010款 1.4 手动 GS舒适型,"2011年,｜,7.4万公里","
                3.68
                                                万
                ","
                                            首付1.18万
                                                    月供879元
                                             
                                    "
东南 DX7 2015款 1.5T 自动 精英型,"2016年,｜,1.5万公里","
                9.20
                                                万
                ","
                                            首付2.94万
                                                    月供2197元
                                             
                                    "
本田 奥德赛 2015款 2.4 自动 智享版 改款,"2016年,｜,2.5万公里","
                28.00
                                                万
                ","
                                            首付8.94万
                                                    月供6687元
                                             
                                    "
别克 凯越 2011款 1.6 手动 LX,"2012年,｜,6.9万公里","
                4.10
                                                万
                ","
                                            首付1.31万
                                                    月供979元
                                             
                                    "
长城 C50 2013款 1.5T 手动 精英型,"2013年,｜,4.2万公里","
                4.98
                                                万
                ","
                                            首付1.59万
                                                    月供1189元
                                             
                                    "
斯柯达 晶锐 2011款 1.4 自动 晶灵版,"2011年,｜,9.2万公里","
                4.30
                                                万
                ","
                                            首付1.37万
                                                    月供1027元
                                             
                                    "
现代 瑞纳三厢 2016款 1.4 手动 GLS智能型,"2016年,｜,2.7万公里","
                5.68
                                                万
                ","
                                            首付1.81万
                                                    月供1356元
                                             
                                    "
现代 ix25 2015款 1.6 自动 GLS智能型前驱,"2015年,｜,5.0万公里","
                10.38
                                                万
                ","
                                            首付3.32万
                                                    月供2479元
                                             
                                    "
东风风神 风神A60 2012款 1.6 手动 尊贵型,"2013年,｜,6.9万公里","
                4.80
                                                万
                ","
                                            首付1.53万
                                                    月供1146元
                                             
                                    "
丰田 花冠 2013款 1.6 自动 卓越型,"2013年,｜,5.8万公里","
                7.30
                                                万
                ","
                                            首付2.33万
                                                    月供1743元
                                             
                                    "
宝马 7系 2013款 3.0T 自动 740Li四驱,"2015年,｜,6.6万公里","
                68.60
                                                万
                ","
                                            首付21.91万
                                                    月供16383元
                                             
                                    "
大众 帕萨特 2016款 2.0T 自动 380TSI至尊版,"2016年,｜,1.1万公里","
                19.98
                                                万
                ","
                                            首付6.38万
                                                    月供4771元
                                             
                                    "
奇瑞 E3 2013款 1.5 手动 尊尚型,"2014年,｜,4.4万公里","
                3.15
                                                万
                ","
                                            首付1.01万
                                                    月供752元
                                             
                                    "
江淮 瑞风S5 2013款 2.0T 手动 尊享版,"2014年,｜,4.6万公里","
                5.10
                                                万
                ","
                                            首付1.63万
                                                    月供1218元
                                             
                                    "
三菱 翼神 2012款 1.8 手动 魅力版,"2013年,｜,4.5万公里","
                5.95
                                                万
                ","
                                            首付1.90万
                                                    月供1421元
                                             
                                    "
丰田 凯美瑞 2013款 2.0 自动 200E经典精英版,"2014年,｜,5.2万公里","
                11.78
                                                万
                ","
                                            首付3.76万
                                                    月供2813元
                                             
                                    "
马自达 马6阿特兹 2014款 2.0 自动 蓝天豪华版,"2014年,｜,7.3万公里","
                13.88
                                                万
                ","
                                            首付4.43万
                                                    月供3315元
                                             
                                    "
别克 英朗三厢 2013款 1.6 自动 GT时尚型,"2013年,｜,9.8万公里","
                6.98
                                                万
                ","
                                            首付2.23万
                                                    月供1667元
                                             
                                    "
大众 帕萨特 2011款 1.8T 自动 御尊版,"2011年,｜,6.6万公里","
                11.98
                                                万
                ","
                                            首付3.83万
                                                    月供2861元
                                             
                                    "
丰田 雷凌 2016款 1.6 自动 G精英版,"2016年,｜,2.8万公里","
                10.68
                                                万
                ","
                                            首付3.41万
                                                    月供2551元
                                             
                                    "
Jeep 自由光 2016款 2.4 自动 领先版前驱,"2016年,｜,5.8万公里","
                17.80
                                                万
                ","
                                            首付5.69万
                                                    月供4251元
                                             
                                    "
马自达 马自达6 2012款 2.0 自动 时尚型,"2013年,｜,6.6万公里","
                7.98
                                                万
                ","
                                            首付2.55万
                                                    月供1906元
                                             
                                    "
大众 CC 2016款 1.8T 自动 尊贵型,"2017年,｜,1.2万公里","
                21.80
                                                万
                ","
                                            首付6.96万
                                                    月供5206元
                                             
                                    "
保时捷 Macan 2017款 2.0T 自动,"2017年,｜,0.9万公里","
                59.66
                                                万
                ","
                                            首付19.06万
                                                    月供14248元
                                             
                                    "
保时捷 718 2016款 2.0T 自动 Cayman,"2018年,｜,0.5万公里","
                70.80
                                                万
                ","
                                            首付22.61万
                                                    月供16908元
                                             
                                    "
保时捷 718 2016款 2.0T 自动 Cayman,"2018年,｜,0.2万公里","
                70.80
                                                万
                ","
                                            首付22.61万
                                                    月供16908元
                                             
                                    "
福特 翼搏 2013款 1.5 自动 尊贵型,"2013年,｜,7.9万公里","
                7.38
                                                万
                ","
                                            首付2.36万
                                                    月供1762元
                                             
                                    "
路虎 发现 2010款 5.0 自动 HSE,"2014年,｜,16.6万公里","
                68.88
                                                万
                ","
                                            首付22.00万
                                                    月供16449元
                                             
                                    "
日产 逍客 2012款 2.0 自动 XL火前驱,"2013年,｜,5.1万公里","
                8.80
                                                万
                ","
                                            首付2.81万
                                                    月供2102元
                                             
                                    "
福特 翼虎 2013款 2.0T 自动 GTDi尊贵型四驱,"2014年,｜,7.1万公里","
                15.80
                                                万
                ","
                                            首付5.05万
                                                    月供3773元
                                             
                                    "
大众 凯路威 2014款 2.0T 自动 舒适版四驱,"2014年,｜,5.8万公里","
                26.80
                                                万
                ","
                                            首付8.56万
                                                    月供6400元
                                             
                                    "
保时捷 Cayenne 2011款 3.0T 自动,"2012年,｜,10.4万公里","
                56.60
                                                万
                ","
                                            首付18.08万
                                                    月供13517元
                                             
                                    "
保时捷 Panamera 2010款 3.6 自动 四驱,"2013年,｜,7.7万公里","
                71.80
                                                万
                ","
                                            首付22.93万
                                                    月供17147元
                                             
                                    "
马自达 马自达CX-4 2018款 2.0 自动 蓝天活力版前驱,"2018年,｜,0.4万公里","
                16.00
                                                万
                ","
                                            首付5.11万
                                                    月供3821元
                                             
                                    "
福特 福克斯两厢 2012款 1.6 自动 风尚型,"2013年,｜,8.2万公里","
                7.38
                                                万
                ","
                                            首付2.36万
                                                    月供1762元
                                             
                                    "
日产 骐达 2014款 1.6 自动 酷咖型,"2015年,｜,3.0万公里","
                9.40
                                                万
                ","
                                            首付3.00万
                                                    月供2245元
                                             
                                    "
菲亚特 菲翔 2012款 1.4T 自动 劲享版,"2012年,｜,10.5万公里","
                6.35
                                                万
                ","
                                            首付2.03万
                                                    月供1516元
                                             
                                    "
东风风神 风神S30 2011款 1.6 自动 尊雅型,"2012年,｜,3.7万公里","
                3.38
                                                万
                ","
                                            首付1.08万
                                                    月供807元
                                             
                                    "
奔驰 ML级 2015款 3.0T 自动 400动感型,"2015年,｜,4.1万公里","
                62.80
                                                万
                ","
                                            首付20.06万
                                                    月供14997元
                                             
                                    "
奔驰 E级 2016款 2.0T 自动 E300L运动豪华型,"2016年,｜,3.2万公里","
                47.00
                                                万
                ","
                                            首付15.01万
                                                    月供11224元
                                             
                                    "
本田 XR-V 2015款 1.8 自动 EXi舒适版,"2016年,｜,3.3万公里","
                14.28
                                                万
                ","
                                            首付4.56万
                                                    月供3410元
                                             
                                    "
日产 骊威 2013款 1.6 自动 XL豪华版,"2014年,｜,3.6万公里","
                6.80
                                                万
                ","
                                            首付2.17万
                                                    月供1624元
                                             
                                    "
英菲尼迪 Q50L 2015款 2.0T 自动 舒适版,"2015年,｜,5.5万公里","
                21.28
                                                万
                ","
                                            首付6.80万
                                                    月供5082元
                                             
                                    "
路虎 揽胜运动版 2014款 3.0T 自动 SC HSE Dynamic ,"2015年,｜,5.0万公里","
                76.99
                                                万
                ","
                                            首付24.59万
                                                    月供18386元
                                             
                                    "
本田 奥德赛 2015款 2.4 自动 至尊版,"2014年,｜,8.5万公里","
                22.68
                                                万
                ","
                                            首付7.24万
                                                    月供5416元
                                             
                                    "
路虎 揽胜运动版 2014款 3.0T 自动 SC HSE ,"2014年,｜,9.3万公里","
                69.80
                                                万
                ","
                                            首付22.29万
                                                    月供16669元
                                             
                                    "
欧宝 安德拉 2011款 2.4 自动 豪华型前驱,"2011年,｜,7.1万公里","
                10.80
                                                万
                ","
                                            首付3.45万
                                                    月供2579元
                                             
                                    "
五菱汽车 宏光 2014款 1.5 手动 S舒适型,"2014年,｜,4.8万公里","
                5.38
                                                万
                ","
                                            首付1.72万
                                                    月供1285元
                                             
                                    "
奔驰 C级 2015款 2.0T 自动 C200L运动型,"2014年,｜,5.6万公里","
                26.80
                                                万
                ","
                                            首付8.56万
                                                    月供6400元
                                             
                                    "
雪佛兰 迈锐宝 2012款 2.0 自动 豪华版,"2013年,｜,8.0万公里","
                9.30
                                                万
                ","
                                            首付2.97万
                                                    月供2221元
                                             
                                    "
雪佛兰 科帕奇 2012款 2.4 自动 城市版5座前驱,"2012年,｜,2.8万公里","
                9.80
                                                万
                ","
                                            首付3.13万
                                                    月供2340元
                                             
                                    "
路虎 揽胜运动版 2014款 3.0T 自动 SC HSE Dynamic ,"2015年,｜,6.5万公里","
                78.80
                                                万
                ","
                                            首付25.17万
                                                    月供18818元
                                             
                                    "
马自达 马自达3 2010款 1.6 自动 经典版时尚型,"2011年,｜,9.0万公里","
                5.88
                                                万
                ","
                                            首付1.88万
                                                    月供1404元
                                             
                                    "
现代 名图 2017款 1.8 自动 智能型GLS,"2017年,｜,1.6万公里","
                12.50
                                                万
                ","
                                            首付3.99万
                                                    月供2985元
                                             
                                    "
别克 君威 2015款 1.6T 自动 精英技术型,"2016年,｜,3.7万公里","
                14.88
                                                万
                ","
                                            首付4.75万
                                                    月供3554元
                                             
                                    "
大众 POLO两厢 2016款 1.6 自动 舒适型,"2016年,｜,1.8万公里","
                9.60
                                                万
                ","
                                            首付3.07万
                                                    月供2293元
                                             
                                    "
路虎 发现 2016款 3.0T 自动 SC征峰限量版,"2016年,｜,5.4万公里","
                78.80
                                                万
                ","
                                            首付25.17万
                                                    月供18818元
                                             
                                    "
奥迪 A4L 2011款 2.0T 自动 TFSI标准型,"2011年,｜,12.2万公里","
                13.80
                                                万
                ","
                                            首付4.41万
                                                    月供3296元
                                             
                                    "
标致 308 2012款 1.6 手动 优尚型,"2013年,｜,7.7万公里","
                4.28
                                                万
                ","
                                            首付1.37万
                                                    月供1022元
                                             
                                    "
雪佛兰 迈锐宝 2014款 2.4 自动 豪华版,"2014年,｜,3.2万公里","
                10.58
                                                万
                ","
                                            首付3.38万
                                                    月供2527元
                                             
                                    "
丰田 卡罗拉 2014款 1.6 自动 GL-i,"2016年,｜,3.9万公里","
                10.60
                                                万
                ","
                                            首付3.39万
                                                    月供2531元
                                             
                                    "
雪铁龙 C4L 2013款 1.6T 自动 劲智版,"2013年,｜,8.7万公里","
                7.80
                                                万
                ","
                                            首付2.49万
                                                    月供1863元
                                             
                                    "
奥迪 A6L 2014款 2.0T 自动 TFSI舒适型,"2014年,｜,4.1万公里","
                28.00
                                                万
                ","
                                            首付8.94万
                                                    月供6687元
                                             
                                    "
奔驰 C级 2015款 2.0T 自动 C200L 改款,"2015年,｜,3.2万公里","
                29.39
                                                万
                ","
                                            首付9.39万
                                                    月供7019元
                                             
                                    "
别克 英朗三厢 2017款 1.5 自动 15N精英型,"2017年,｜,1.0万公里","
                9.30
                                                万
                ","
                                            首付2.97万
                                                    月供2221元
                                             
                                    "
福特 蒙迪欧 2010款 2.3 自动 致胜豪华型,"2011年,｜,14.1万公里","
                6.88
                                                万
                ","
                                            首付2.20万
                                                    月供1643元
                                             
                                    "
纳智捷 大7-SUV 2011款 2.2T 自动 智慧型前驱,"2012年,｜,14.6万公里","
                7.68
                                                万
                ","
                                            首付2.45万
                                                    月供1834元
                                             
                                    "
保时捷 Cayenne 2011款 3.0T 自动,"2015年,｜,6.7万公里","
                75.00
                                                万
                ","
                                            首付23.96万
                                                    月供17911元
                                             
                                    "
福特 福克斯两厢 2011款 1.8 自动 时尚型,"2011年,｜,8.4万公里","
                5.30
                                                万
                ","
                                            首付1.69万
                                                    月供1266元
                                             
                                    "
英菲尼迪 Q50L 2015款 2.0T 自动 舒适版,"2015年,｜,2.8万公里","
                20.58
                                                万
                ","
                                            首付6.57万
                                                    月供4915元
                                             
                                    "
长安欧尚 欧尚 2016款 1.5 手动 豪华型7座,"2016年,｜,2.2万公里","
                6.00
                                                万
                ","
                                            首付1.92万
                                                    月供1433元
                                             
                                    "
奥迪 A3三厢 2015款 1.4T 自动 35TFSI纪念智领版,"2016年,｜,2.8万公里","
                17.29
                                                万
                ","
                                            首付5.52万
                                                    月供4129元
                                             
                                    "
奇瑞 风云2两厢 2013款 1.5 自动 锐意版,"2014年,｜,4.0万公里","
                3.00
                                                万
                ","
                                            首付0.96万
                                                    月供716元
                                             
                                    "
奔腾 B50 2011款 1.6 手动 豪华型,"2012年,｜,8.7万公里","
                3.70
                                                万
                ","
                                            首付1.18万
                                                    月供884元
                                             
                                    "
丰田 凯美瑞 2015款 2.0 自动 G领先版,"2016年,｜,5.2万公里","
                15.28
                                                万
                ","
                                            首付4.88万
                                                    月供3649元
                                             
                                    "
长安 悦翔V7 2016款 1.6 手动 乐享型 国V,"2016年,｜,2.4万公里","
                4.90
                                                万
                ","
                                            首付1.57万
                                                    月供1170元
                                             
                                    "
奔驰 ML级 2014款 3.0T 自动 ML400豪华型,"2015年,｜,6.4万公里","
                66.80
                                                万
                ","
                                            首付21.34万
                                                    月供15953元
                                             
                                    "
本田 雅阁 2016款 2.0 自动 舒适版,"2017年,｜,1.8万公里","
                16.20
                                                万
                ","
                                            首付5.17万
                                                    月供3869元
                                             
                                    "
大众 捷达 2013款 1.6 自动 时尚型,"2014年,｜,5.8万公里","
                6.00
                                                万
                ","
                                            首付1.92万
                                                    月供1433元
                                             
                                    "
奔驰 S级 2012款 3.0 自动 S300L Grand Edition商务型,"2012年,｜,10.2万公里","
                42.89
                                                万
                ","
                                            首付13.70万
                                                    月供10243元
                                             
                                    "
大众 迈腾 2012款 1.8T 自动 豪华型,"2012年,｜,8.4万公里","
                13.80
                                                万
                ","
                                            首付4.41万
                                                    月供3296元
                                             
                                    "
奔驰 GLK级 2013款 3.0 自动 GLK300时尚型,"2013年,｜,4.7万公里","
                29.50
                                                万
                ","
                                            首付9.42万
                                                    月供7045元
                                             
                                    "
别克 英朗三厢 2013款 1.6 自动 GT时尚型,"2013年,｜,9.7万公里","
                7.58
                                                万
                ","
                                            首付2.42万
                                                    月供1810元
                                             
                                    "
福特 福克斯两厢 2012款 1.6 手动 舒适型,"2014年,｜,6.5万公里","
                6.30
                                                万
                ","
                                            首付2.01万
                                                    月供1504元
                                             
                                    "
标致 308 2012款 1.6 自动 优尚型,"2012年,｜,6.6万公里","
                4.98
                                                万
                ","
                                            首付1.59万
                                                    月供1189元
                                             
                                    "
众泰 T600 Coupe 2017款 1.5T 自动 豪华型,"2017年,｜,0.2万公里","
                9.30
                                                万
                ","
                                            首付2.97万
                                                    月供2221元
                                             
                                    "
大众 帕萨特 2014款 1.8T 自动 御尊版,"2014年,｜,6.0万公里","
                14.98
                                                万
                ","
                                            首付4.78万
                                                    月供3577元
                                             
                                    "
大众 POLO劲取 2011款 1.6 自动 实酷版,"2012年,｜,4.8万公里","
                6.60
                                                万
                ","
                                            首付2.11万
                                                    月供1576元
                                             
                                    "
凯迪拉克 SRX 2014款 3.0 自动 豪华版四驱,"2016年,｜,3.7万公里","
                29.80
                                                万
                ","
                                            首付9.52万
                                                    月供7117元
                                             
                                    "
大众 宝来三厢 2012款 1.6 手动 时尚型,"2012年,｜,9.2万公里","
                4.98
                                                万
                ","
                                            首付1.59万
                                                    月供1189元
                                             
                                    "
雷克萨斯 ES 2013款 2.5 自动 250精英版,"2014年,｜,6.5万公里","
                26.80
                                                万
                ","
                                            首付8.56万
                                                    月供6400元
                                             
                                    "
广汽传祺 传祺GS4 2017款 1.5T 自动 235T豪华智联版前驱,"2017年,｜,2.5万公里","
                12.60
                                                万
                ","
                                            首付4.02万
                                                    月供3009元
                                             
                                    "
本田 思铂睿 2015款 2.0 自动 典藏型,"2016年,｜,4.2万公里","
                16.28
                                                万
                ","
                                            首付5.20万
                                                    月供3888元
                                             
                                    "
北汽绅宝 绅宝D70 2013款 2.0T 自动 精英版,"2014年,｜,5.9万公里","
                7.40
                                                万
                ","
                                            首付2.36万
                                                    月供1767元
                                             
                                    "
别克 英朗三厢 2015款 1.5 手动 15N精英型,"2015年,｜,3.2万公里","
                7.58
                                                万
                ","
                                            首付2.42万
                                                    月供1810元
                                             
                                    "
现代 名图 2017款 1.8 自动 智能型GLS,"2018年,｜,0.1万公里","
                12.60
                                                万
                ","
                                            首付4.02万
                                                    月供3009元
                                             
                                    "
吉利汽车 帝豪GS 2016款 1.3T 手动 运动版领尚型,"2017年,｜,1.1万公里","
                8.38
                                                万
                ","
                                            首付2.68万
                                                    月供2001元
                                             
                                    "
Jeep 指南者 2014款 2.4 自动 舒适版四驱 改款,"2015年,｜,7.6万公里","
                15.18
                                                万
                ","
                                            首付4.85万
                                                    月供3625元
                                             
                                    "
本田 飞度两厢 2011款 1.3 自动 舒适型,"2013年,｜,5.7万公里","
                5.88
                                                万
                ","
                                            首付1.88万
                                                    月供1404元
                                             
                                    "
现代 瑞纳三厢 2010款 1.4 手动 GS舒适型,"2011年,｜,6.3万公里","
                3.88
                                                万
                ","
                                            首付1.24万
                                                    月供927元
                                             
                                    "
大众 速腾 2015款 1.6 自动 舒适型,"2016年,｜,1.8万公里","
                11.90
                                                万
                ","
                                            首付3.80万
                                                    月供2842元
                                             
                                    "
奥迪 Q5 2016款 2.0T 自动 40TFSI技术型,"2016年,｜,1.8万公里","
                31.68
                                                万
                ","
                                            首付10.12万
                                                    月供7566元
                                             
                                    "
现代 胜达 2013款 2.4 自动 舒适型前驱,"2013年,｜,8.2万公里","
                12.60
                                                万
                ","
                                            首付4.02万
                                                    月供3009元
                                             
                                    "
福特 蒙迪欧 2011款 2.3 自动 致胜时尚型,"2011年,｜,8.2万公里","
                6.98
                                                万
                ","
                                            首付2.23万
                                                    月供1667元
                                             
                                    "
雪佛兰 迈锐宝 2014款 2.0 自动 舒适版,"2014年,｜,4.5万公里","
                9.50
                                                万
                ","
                                            首付3.03万
                                                    月供2269元
                                             
                                    "
别克 凯越 2011款 1.6 手动 LX,"2013年,｜,7.1万公里","
                4.20
                                                万
                ","
                                            首付1.34万
                                                    月供1003元
                                             
                                    "
奔驰 C级 2015款 2.0T 自动 C200运动版四驱,"2017年,｜,2.0万公里","
                35.98
                                                万
                ","
                                            首付11.49万
                                                    月供8592元
                                             
                                    "
力帆汽车 迈威 2016款 1.5 手动 精英型,"2016年,｜,4.7万公里","
                5.80
                                                万
                ","
                                            首付1.85万
                                                    月供1385元
                                             
                                    "
本田 奥德赛 2009款 2.4 自动 豪华型,"2011年,｜,9.1万公里","
                14.88
                                                万
                ","
                                            首付4.75万
                                                    月供3554元
                                             
                                    "
汉腾汽车 X7 2016款 2.0T 自动 尊享型,"2017年,｜,1.0万公里","
                10.60
                                                万
                ","
                                            首付3.39万
                                                    月供2531元
                                             
                                    "
北汽绅宝 绅宝D50 2014款 1.5 手动 舒适版,"2015年,｜,9.3万公里","
                4.00
                                                万
                ","
                                            首付1.28万
                                                    月供955元
                                             
                                    "
大众 迈腾 2015款 1.8T 自动 尊贵型 改款,"2016年,｜,0.5万公里","
                16.80
                                                万
                ","
                                            首付5.37万
                                                    月供4012元
                                             
                                    "
